Ticket_ID,Priority_Level,inferred_severity,mismatch,mismatch_type,severity_delta,Resolution_Time_Hours,Satisfaction_Score,Issue_Category
TKT-100426,Low,Low,0,Consistent,0,55,4,General Inquiry
TKT-100427,High,Low,1,False Alarm,-2,6,2,Fraud
TKT-100428,Medium,Low,1,False Alarm,-1,36,4,Account
TKT-100429,Medium,Low,1,False Alarm,-1,3,4,Technical
TKT-100430,High,Low,1,False Alarm,-2,2,5,Billing
TKT-100431,Low,Medium,1,Hidden Crisis,1,24,4,Billing
TKT-100432,Critical,Low,1,False Alarm,-3,5,1,Fraud
TKT-100433,Medium,Low,1,False Alarm,-1,41,4,Account
TKT-100434,Low,Low,0,Consistent,0,25,3,Billing
TKT-100435,High,Low,1,False Alarm,-2,2,4,Technical
TKT-100436,Low,Low,0,Consistent,0,11,4,Account
TKT-100437,Medium,Medium,0,Consistent,0,65,5,Technical
TKT-100438,Medium,Low,1,False Alarm,-1,54,3,Account
TKT-100439,Critical,Low,1,False Alarm,-3,1,2,Fraud
TKT-100440,High,Low,1,False Alarm,-2,17,2,Billing
TKT-100441,High,Low,1,False Alarm,-2,45,3,General Inquiry
TKT-100442,Low,Medium,1,Hidden Crisis,1,92,5,Technical
TKT-100443,Low,Low,0,Consistent,0,31,5,Account
TKT-100444,Low,Low,0,Consistent,0,16,3,Billing
TKT-100445,High,Low,1,False Alarm,-2,24,4,Account
TKT-100446,Low,Low,0,Consistent,0,35,1,Billing
TKT-100447,High,Medium,1,False Alarm,-1,39,2,Technical
TKT-100448,Medium,Low,1,False Alarm,-1,36,5,General Inquiry
TKT-100449,Low,Low,0,Consistent,0,31,3,Billing
TKT-100450,Medium,Medium,0,Consistent,0,4,1,Technical
TKT-100451,Low,Medium,1,Hidden Crisis,1,70,4,Technical
TKT-100452,Medium,Low,1,False Alarm,-1,6,4,Technical
TKT-100453,Low,Low,0,Consistent,0,80,5,Billing
TKT-100454,Medium,Medium,0,Consistent,0,120,5,Technical
TKT-100455,Low,Medium,1,Hidden Crisis,1,11,4,Billing
TKT-100456,Medium,Low,1,False Alarm,-1,100,5,Technical
TKT-100457,Critical,Low,1,False Alarm,-3,1,3,Technical
TKT-100458,Critical,Medium,1,False Alarm,-2,3,2,Fraud
TKT-100459,Medium,Low,1,False Alarm,-1,120,3,Technical
TKT-100460,Medium,Medium,0,Consistent,0,54,4,Technical
TKT-100461,High,Low,1,False Alarm,-2,4,5,Technical
TKT-100462,Low,Medium,1,Hidden Crisis,1,65,1,Billing
TKT-100463,Low,Low,0,Consistent,0,63,4,Billing
TKT-100464,Low,Low,0,Consistent,0,7,5,Billing
TKT-100465,Low,Low,0,Consistent,0,29,3,Billing
TKT-100466,Critical,Low,1,False Alarm,-3,16,1,Technical
TKT-100467,Medium,Low,1,False Alarm,-1,11,5,Account
TKT-100468,Low,Low,0,Consistent,0,120,5,Billing
TKT-100469,Low,Low,0,Consistent,0,12,2,Billing
TKT-100470,Medium,Medium,0,Consistent,0,47,5,Technical
TKT-100471,Low,Low,0,Consistent,0,2,5,Billing
TKT-100472,Medium,Low,1,False Alarm,-1,9,5,Billing
TKT-100473,Low,Low,0,Consistent,0,91,5,General Inquiry
TKT-100474,Medium,Medium,0,Consistent,0,120,1,Billing
TKT-100475,Low,Low,0,Consistent,0,92,4,Account
TKT-100476,Medium,Low,1,False Alarm,-1,93,4,Technical
TKT-100477,Low,Low,0,Consistent,0,120,5,General Inquiry
TKT-100478,Medium,Low,1,False Alarm,-1,7,5,Account
TKT-100479,Low,Low,0,Consistent,0,5,4,General Inquiry
TKT-100480,Critical,Low,1,False Alarm,-3,2,4,Technical
TKT-100481,Low,Low,0,Consistent,0,60,4,Account
TKT-100482,Medium,Medium,0,Consistent,0,20,3,Account
TKT-100483,High,Medium,1,False Alarm,-1,22,3,Technical
TKT-100484,High,Low,1,False Alarm,-2,11,4,General Inquiry
TKT-100485,Medium,Low,1,False Alarm,-1,89,3,General Inquiry
TKT-100486,Low,Low,0,Consistent,0,23,4,General Inquiry
TKT-100487,Critical,Low,1,False Alarm,-3,24,5,Fraud
TKT-100488,High,Low,1,False Alarm,-2,7,4,General Inquiry
TKT-100489,Critical,Low,1,False Alarm,-3,15,4,Technical
TKT-100490,Medium,Low,1,False Alarm,-1,18,5,Billing
TKT-100491,Low,Medium,1,Hidden Crisis,1,81,5,Technical
TKT-100492,Low,Low,0,Consistent,0,9,3,Technical
TKT-100493,Critical,Low,1,False Alarm,-3,4,4,Technical
TKT-100494,High,Low,1,False Alarm,-2,8,5,Technical
TKT-100495,Low,Low,0,Consistent,0,38,5,Account
TKT-100496,High,Medium,1,False Alarm,-1,39,5,Technical
TKT-100497,High,Low,1,False Alarm,-2,9,5,Account
TKT-100498,Medium,Low,1,False Alarm,-1,33,5,Technical
TKT-100499,Medium,Low,1,False Alarm,-1,23,5,Account
TKT-100500,Medium,Low,1,False Alarm,-1,87,5,Technical
TKT-100501,Medium,Low,1,False Alarm,-1,61,5,General Inquiry
TKT-100502,High,Low,1,False Alarm,-2,13,4,General Inquiry
TKT-100503,Medium,Low,1,False Alarm,-1,16,3,Billing
TKT-100504,High,Low,1,False Alarm,-2,17,5,Technical
TKT-100505,Medium,Low,1,False Alarm,-1,26,5,General Inquiry
TKT-100506,Low,Low,0,Consistent,0,120,5,Account
TKT-100507,High,Low,1,False Alarm,-2,8,4,Technical
TKT-100508,High,Low,1,False Alarm,-2,77,3,Billing
TKT-100509,High,Medium,1,False Alarm,-1,28,5,Technical
TKT-100510,High,Low,1,False Alarm,-2,36,4,Account
TKT-100511,High,Low,1,False Alarm,-2,17,4,Technical
TKT-100512,Medium,Low,1,False Alarm,-1,22,4,Technical
TKT-100513,High,Low,1,False Alarm,-2,28,2,Technical
TKT-100514,Medium,Low,1,False Alarm,-1,37,5,Account
TKT-100515,High,Low,1,False Alarm,-2,16,5,Technical
TKT-100516,High,Low,1,False Alarm,-2,12,5,Billing
TKT-100517,High,Medium,1,False Alarm,-1,13,1,Fraud
TKT-100518,Medium,Low,1,False Alarm,-1,69,5,Billing
TKT-100519,Low,Low,0,Consistent,0,120,5,General Inquiry
TKT-100520,High,Medium,1,False Alarm,-1,120,4,Billing
TKT-100521,High,Medium,1,False Alarm,-1,71,5,Technical
TKT-100522,Low,Low,0,Consistent,0,68,3,Account
TKT-100523,Medium,Low,1,False Alarm,-1,64,4,General Inquiry
TKT-100524,Low,Medium,1,Hidden Crisis,1,13,3,Billing
TKT-100525,Low,Low,0,Consistent,0,7,1,Billing
TKT-100526,Low,Low,0,Consistent,0,112,4,Technical
TKT-100527,Low,Medium,1,Hidden Crisis,1,120,1,Billing
TKT-100528,Medium,Medium,0,Consistent,0,45,5,Technical
TKT-100529,Low,Low,0,Consistent,0,79,5,Billing
TKT-100530,Medium,Low,1,False Alarm,-1,10,5,Billing
TKT-100531,Critical,Low,1,False Alarm,-3,1,4,Technical
TKT-100532,Medium,Medium,0,Consistent,0,42,5,Technical
TKT-100533,Medium,Medium,0,Consistent,0,1,4,Billing
TKT-100534,Medium,Medium,0,Consistent,0,120,2,Billing
TKT-100535,Medium,Low,1,False Alarm,-1,13,4,General Inquiry
TKT-100536,Medium,Low,1,False Alarm,-1,1,4,Account
TKT-100537,High,Low,1,False Alarm,-2,6,4,Account
TKT-100538,Medium,Low,1,False Alarm,-1,10,5,Technical
TKT-100539,Low,Medium,1,Hidden Crisis,1,4,4,Billing
TKT-100540,High,Medium,1,False Alarm,-1,34,4,Billing
TKT-100541,Medium,Low,1,False Alarm,-1,25,5,General Inquiry
TKT-100542,High,Low,1,False Alarm,-2,26,3,Billing
TKT-100543,Medium,Low,1,False Alarm,-1,49,5,Account
TKT-100544,Low,Low,0,Consistent,0,47,5,General Inquiry
TKT-100545,Medium,Low,1,False Alarm,-1,21,4,Account
TKT-100546,Medium,Medium,0,Consistent,0,73,3,Billing
TKT-100547,Low,Low,0,Consistent,0,16,1,Billing
TKT-100548,Low,Low,0,Consistent,0,20,5,Technical
TKT-100549,Low,Low,0,Consistent,0,120,3,Billing
TKT-100550,Low,Low,0,Consistent,0,38,4,General Inquiry
TKT-100551,High,Low,1,False Alarm,-2,4,5,Technical
TKT-100552,Low,Medium,1,Hidden Crisis,1,89,1,Technical
TKT-100553,Medium,Low,1,False Alarm,-1,6,3,Billing
TKT-100554,High,Low,1,False Alarm,-2,5,4,Billing
TKT-100555,Medium,Low,1,False Alarm,-1,3,5,General Inquiry
TKT-100556,Medium,Low,1,False Alarm,-1,46,5,General Inquiry
TKT-100557,Low,Low,0,Consistent,0,53,5,General Inquiry
TKT-100558,Medium,Low,1,False Alarm,-1,70,4,General Inquiry
TKT-100559,Medium,Low,1,False Alarm,-1,4,3,Technical
TKT-100560,Low,Low,0,Consistent,0,20,4,Technical
TKT-100561,Medium,Low,1,False Alarm,-1,4,4,Technical
TKT-100562,Critical,Low,1,False Alarm,-3,6,3,Fraud
TKT-100563,Medium,Medium,0,Consistent,0,107,1,Billing
TKT-100564,High,Low,1,False Alarm,-2,2,5,Billing
TKT-100565,Low,Low,0,Consistent,0,13,4,Account
TKT-100566,Low,Low,0,Consistent,0,28,2,General Inquiry
TKT-100567,Low,Low,0,Consistent,0,10,5,General Inquiry
TKT-100568,High,Low,1,False Alarm,-2,7,5,Billing
TKT-100569,Low,Low,0,Consistent,0,17,4,Technical
TKT-100570,Low,Medium,1,Hidden Crisis,1,66,2,General Inquiry
TKT-100571,Medium,Low,1,False Alarm,-1,27,4,Technical
TKT-100572,Medium,Low,1,False Alarm,-1,18,4,Technical
TKT-100573,Critical,Low,1,False Alarm,-3,6,5,Fraud
TKT-100574,Low,Medium,1,Hidden Crisis,1,79,4,Technical
TKT-100575,Low,Medium,1,Hidden Crisis,1,26,2,Billing
TKT-100576,Low,Medium,1,Hidden Crisis,1,65,4,Account
TKT-100577,Low,Low,0,Consistent,0,15,4,Billing
TKT-100578,Medium,Low,1,False Alarm,-1,31,3,Technical
TKT-100579,Low,Low,0,Consistent,0,4,4,Billing
TKT-100580,Medium,Low,1,False Alarm,-1,1,2,Technical
TKT-100581,High,Low,1,False Alarm,-2,14,5,Technical
TKT-100582,Medium,Medium,0,Consistent,0,8,1,Account
TKT-100583,Critical,Low,1,False Alarm,-3,10,2,Fraud
TKT-100584,Low,Low,0,Consistent,0,22,5,Technical
TKT-100585,Low,Low,0,Consistent,0,66,3,Billing
TKT-100586,Low,Low,0,Consistent,0,81,5,Account
TKT-100587,Medium,Medium,0,Consistent,0,38,5,Technical
TKT-100588,Low,Low,0,Consistent,0,44,5,Account
TKT-100589,High,Low,1,False Alarm,-2,10,5,Technical
TKT-100590,Low,Low,0,Consistent,0,9,5,General Inquiry
TKT-100591,Medium,Low,1,False Alarm,-1,97,5,General Inquiry
TKT-100592,High,Low,1,False Alarm,-2,7,5,Technical
TKT-100593,Critical,Low,1,False Alarm,-3,14,4,Fraud
TKT-100594,Low,Low,0,Consistent,0,7,2,Billing
TKT-100595,Medium,Medium,0,Consistent,0,94,3,Technical
TKT-100596,Medium,Medium,0,Consistent,0,112,3,Technical
TKT-100597,Low,Low,0,Consistent,0,120,4,Account
TKT-100598,Medium,Medium,0,Consistent,0,99,5,Technical
TKT-100599,Medium,Low,1,False Alarm,-1,15,1,Billing
TKT-100600,High,Low,1,False Alarm,-2,43,5,General Inquiry
TKT-100601,High,Medium,1,False Alarm,-1,1,4,Technical
TKT-100602,Medium,Low,1,False Alarm,-1,47,4,General Inquiry
TKT-100603,Low,Low,0,Consistent,0,120,5,Account
TKT-100604,Medium,Low,1,False Alarm,-1,28,5,General Inquiry
TKT-100605,High,Low,1,False Alarm,-2,5,5,Technical
TKT-100606,Low,Medium,1,Hidden Crisis,1,40,4,Technical
TKT-100607,Low,Low,0,Consistent,0,44,5,General Inquiry
TKT-100608,High,Low,1,False Alarm,-2,72,5,Technical
TKT-100609,Medium,Low,1,False Alarm,-1,107,4,Billing
TKT-100610,Medium,Medium,0,Consistent,0,56,4,Technical
TKT-100611,Medium,Low,1,False Alarm,-1,3,4,General Inquiry
TKT-100612,Medium,Medium,0,Consistent,0,60,2,Billing
TKT-100613,Low,Low,0,Consistent,0,31,4,Billing
TKT-100614,Medium,Medium,0,Consistent,0,37,5,Account
TKT-100615,Low,Low,0,Consistent,0,51,3,General Inquiry
TKT-100616,Medium,Low,1,False Alarm,-1,83,4,Account
TKT-100617,Critical,Low,1,False Alarm,-3,12,4,Technical
TKT-100618,High,Low,1,False Alarm,-2,16,3,Fraud
TKT-100619,Medium,Medium,0,Consistent,0,120,2,Billing
TKT-100620,Low,Low,0,Consistent,0,14,4,Account
TKT-100621,Low,Low,0,Consistent,0,8,4,General Inquiry
TKT-100622,High,Low,1,False Alarm,-2,10,5,Technical
TKT-100623,Medium,Low,1,False Alarm,-1,120,4,General Inquiry
TKT-100624,Medium,Medium,0,Consistent,0,120,1,Billing
TKT-100625,Medium,Low,1,False Alarm,-1,56,4,Account
TKT-100626,High,Medium,1,False Alarm,-1,120,2,Billing
TKT-100627,Medium,Low,1,False Alarm,-1,14,5,Account
TKT-100628,Critical,Low,1,False Alarm,-3,2,4,Technical
TKT-100629,Low,Medium,1,Hidden Crisis,1,6,1,Technical
TKT-100630,Medium,Low,1,False Alarm,-1,13,1,Account
TKT-100631,Low,Low,0,Consistent,0,27,4,General Inquiry
TKT-100632,Medium,Low,1,False Alarm,-1,76,4,Account
TKT-100633,Medium,Medium,0,Consistent,0,81,1,Billing
TKT-100634,Medium,Medium,0,Consistent,0,63,5,Account
TKT-100635,Critical,Low,1,False Alarm,-3,18,4,Fraud
TKT-100636,Low,Low,0,Consistent,0,120,4,Billing
TKT-100637,Medium,Low,1,False Alarm,-1,59,5,Billing
TKT-100638,Medium,Medium,0,Consistent,0,102,1,Technical
TKT-100639,Low,Low,0,Consistent,0,50,4,Billing
TKT-100640,Medium,Low,1,False Alarm,-1,5,5,General Inquiry
TKT-100641,High,Medium,1,False Alarm,-1,93,5,Technical
TKT-100642,Medium,Low,1,False Alarm,-1,29,4,Account
TKT-100643,Medium,Low,1,False Alarm,-1,23,5,Account
TKT-100644,Medium,Low,1,False Alarm,-1,59,3,General Inquiry
TKT-100645,Low,Low,0,Consistent,0,12,5,General Inquiry
TKT-100646,Low,Low,0,Consistent,0,120,3,General Inquiry
TKT-100647,Low,Low,0,Consistent,0,47,5,Technical
TKT-100648,Medium,Medium,0,Consistent,0,89,2,Billing
TKT-100649,Low,Medium,1,Hidden Crisis,1,69,4,Technical
TKT-100650,Low,Low,0,Consistent,0,57,1,Billing
TKT-100651,Medium,Medium,0,Consistent,0,31,2,Technical
TKT-100652,Low,Low,0,Consistent,0,35,1,Billing
TKT-100653,Low,Low,0,Consistent,0,19,5,Billing
TKT-100654,Medium,Low,1,False Alarm,-1,28,2,Account
TKT-100655,Low,Medium,1,Hidden Crisis,1,39,5,Billing
TKT-100656,High,Medium,1,False Alarm,-1,68,4,Technical
TKT-100657,Low,Low,0,Consistent,0,22,4,Technical
TKT-100658,Low,Low,0,Consistent,0,19,1,Billing
TKT-100659,High,Low,1,False Alarm,-2,12,2,Billing
TKT-100660,Low,Low,0,Consistent,0,28,4,General Inquiry
TKT-100661,Low,Low,0,Consistent,0,18,5,Technical
TKT-100662,Medium,Low,1,False Alarm,-1,120,5,Account
TKT-100663,Low,Low,0,Consistent,0,8,2,Billing
TKT-100664,Medium,Low,1,False Alarm,-1,2,3,Technical
TKT-100665,High,Low,1,False Alarm,-2,3,5,General Inquiry
TKT-100666,Low,Low,0,Consistent,0,51,1,Billing
TKT-100667,Critical,Low,1,False Alarm,-3,4,3,Fraud
TKT-100668,High,Medium,1,False Alarm,-1,32,4,Technical
TKT-100669,Low,Low,0,Consistent,0,54,3,Billing
TKT-100670,Low,Low,0,Consistent,0,55,4,Billing
TKT-100671,High,Medium,1,False Alarm,-1,82,2,Technical
TKT-100672,Low,Low,0,Consistent,0,23,5,Technical
TKT-100673,High,Low,1,False Alarm,-2,13,1,Billing
TKT-100674,Low,Low,0,Consistent,0,19,4,General Inquiry
TKT-100675,Critical,Low,1,False Alarm,-3,16,4,Technical
TKT-100676,Critical,Low,1,False Alarm,-3,2,4,Technical
TKT-100677,Critical,Medium,1,False Alarm,-2,25,1,Fraud
TKT-100678,Low,Low,0,Consistent,0,60,4,Account
TKT-100679,Low,Low,0,Consistent,0,6,4,General Inquiry
TKT-100680,High,Low,1,False Alarm,-2,38,5,General Inquiry
TKT-100681,Critical,Low,1,False Alarm,-3,14,2,Fraud
TKT-100682,Low,Medium,1,Hidden Crisis,1,4,1,Billing
TKT-100683,Low,Low,0,Consistent,0,120,3,Account
TKT-100684,Medium,Low,1,False Alarm,-1,49,4,General Inquiry
TKT-100685,Medium,Low,1,False Alarm,-1,17,5,Technical
TKT-100686,Low,Low,0,Consistent,0,68,4,General Inquiry
TKT-100687,Low,Medium,1,Hidden Crisis,1,31,4,Technical
TKT-100688,Low,Medium,1,Hidden Crisis,1,33,5,Billing
TKT-100689,High,Low,1,False Alarm,-2,64,5,Technical
TKT-100690,Medium,Low,1,False Alarm,-1,22,5,Technical
TKT-100691,Medium,Low,1,False Alarm,-1,24,3,Account
TKT-100692,Low,Medium,1,Hidden Crisis,1,41,4,Technical
TKT-100693,Medium,Medium,0,Consistent,0,34,4,Technical
TKT-100694,Low,Low,0,Consistent,0,5,4,Account
TKT-100695,Low,Low,0,Consistent,0,24,3,General Inquiry
TKT-100696,Medium,Low,1,False Alarm,-1,40,3,Technical
TKT-100697,Low,Low,0,Consistent,0,113,4,Account
TKT-100698,Medium,Medium,0,Consistent,0,13,5,Technical
TKT-100699,Medium,Low,1,False Alarm,-1,38,4,Account
TKT-100700,Low,Medium,1,Hidden Crisis,1,41,1,Account
TKT-100701,Medium,Low,1,False Alarm,-1,21,5,Technical
TKT-100702,Medium,Medium,0,Consistent,0,30,3,Billing
TKT-100703,Critical,Low,1,False Alarm,-3,9,2,Fraud
TKT-100704,Low,Low,0,Consistent,0,10,4,Account
TKT-100705,Medium,Low,1,False Alarm,-1,11,4,Technical
TKT-100706,Low,Low,0,Consistent,0,32,4,Billing
TKT-100707,Medium,Low,1,False Alarm,-1,20,4,Technical
TKT-100708,Low,Low,0,Consistent,0,5,4,Account
TKT-100709,Low,Low,0,Consistent,0,37,4,Account
TKT-100710,Medium,Low,1,False Alarm,-1,6,5,Technical
TKT-100711,Low,Low,0,Consistent,0,10,1,Account
TKT-100712,High,Medium,1,False Alarm,-1,91,3,Fraud
TKT-100713,Low,Low,0,Consistent,0,54,4,General Inquiry
TKT-100714,Low,Low,0,Consistent,0,33,3,General Inquiry
TKT-100715,Critical,Low,1,False Alarm,-3,13,5,Technical
TKT-100716,Low,Low,0,Consistent,0,25,5,General Inquiry
TKT-100717,Critical,Low,1,False Alarm,-3,11,5,Technical
TKT-100718,Low,Low,0,Consistent,0,30,5,General Inquiry
TKT-100719,Low,Low,0,Consistent,0,54,5,Billing
TKT-100720,Low,Low,0,Consistent,0,5,4,Account
TKT-100721,Medium,Low,1,False Alarm,-1,40,4,Technical
TKT-100722,Low,Low,0,Consistent,0,22,4,General Inquiry
TKT-100723,Medium,Low,1,False Alarm,-1,85,5,General Inquiry
TKT-100724,Low,Low,0,Consistent,0,54,4,Account
TKT-100725,High,Low,1,False Alarm,-2,20,5,Technical
TKT-100726,Medium,Low,1,False Alarm,-1,28,4,Billing
TKT-100727,Medium,Low,1,False Alarm,-1,27,5,Technical
TKT-100728,Low,Low,0,Consistent,0,8,1,Billing
TKT-100729,Medium,Low,1,False Alarm,-1,13,4,Billing
TKT-100730,Low,Medium,1,Hidden Crisis,1,8,4,Technical
TKT-100731,High,Low,1,False Alarm,-2,10,5,General Inquiry
TKT-100732,Medium,Medium,0,Consistent,0,50,1,Account
TKT-100733,Low,Low,0,Consistent,0,18,5,Technical
TKT-100734,Medium,Low,1,False Alarm,-1,71,3,Billing
TKT-100735,Critical,Low,1,False Alarm,-3,4,4,Fraud
TKT-100736,Medium,Medium,0,Consistent,0,34,5,Technical
TKT-100737,Low,Low,0,Consistent,0,107,5,General Inquiry
TKT-100738,Low,Low,0,Consistent,0,47,4,Account
TKT-100739,Low,Low,0,Consistent,0,24,4,Technical
TKT-100740,High,Low,1,False Alarm,-2,2,1,Fraud
TKT-100741,Low,Medium,1,Hidden Crisis,1,120,1,Billing
TKT-100742,Medium,Low,1,False Alarm,-1,45,3,Billing
TKT-100743,Critical,Low,1,False Alarm,-3,7,5,Technical
TKT-100744,Low,Low,0,Consistent,0,5,1,Billing
TKT-100745,Low,Low,0,Consistent,0,48,5,Billing
TKT-100746,High,Low,1,False Alarm,-2,9,4,Technical
TKT-100747,Medium,Low,1,False Alarm,-1,43,5,Account
TKT-100748,High,Low,1,False Alarm,-2,10,3,Billing
TKT-100749,Low,Low,0,Consistent,0,59,3,General Inquiry
TKT-100750,High,Low,1,False Alarm,-2,12,5,Technical
TKT-100751,Medium,Low,1,False Alarm,-1,13,3,Billing
TKT-100752,Medium,Low,1,False Alarm,-1,19,4,Technical
TKT-100753,Low,Low,0,Consistent,0,1,2,Technical
TKT-100754,High,Low,1,False Alarm,-2,80,4,Technical
TKT-100755,Low,Low,0,Consistent,0,7,5,Billing
TKT-100756,Medium,Low,1,False Alarm,-1,80,4,Billing
TKT-100757,High,Low,1,False Alarm,-2,3,1,Technical
TKT-100758,Low,Low,0,Consistent,0,85,5,General Inquiry
TKT-100759,High,Low,1,False Alarm,-2,1,4,Technical
TKT-100760,High,Low,1,False Alarm,-2,23,4,General Inquiry
TKT-100761,High,Low,1,False Alarm,-2,2,4,Technical
TKT-100762,Low,Low,0,Consistent,0,54,4,Billing
TKT-100763,Low,Low,0,Consistent,0,46,4,Technical
TKT-100764,Medium,Medium,0,Consistent,0,38,4,Technical
TKT-100765,Low,Low,0,Consistent,0,10,4,Account
TKT-100766,Critical,Low,1,False Alarm,-3,12,3,Fraud
TKT-100767,Low,Low,0,Consistent,0,2,5,Billing
TKT-100768,Low,Low,0,Consistent,0,54,4,Billing
TKT-100769,High,Medium,1,False Alarm,-1,36,4,Technical
TKT-100770,Low,Low,0,Consistent,0,6,4,Billing
TKT-100771,Low,Low,0,Consistent,0,39,4,Account
TKT-100772,High,Low,1,False Alarm,-2,1,4,Technical
TKT-100773,Low,Medium,1,Hidden Crisis,1,58,5,Billing
TKT-100774,Critical,Low,1,False Alarm,-3,4,5,Technical
TKT-100775,High,Low,1,False Alarm,-2,7,2,Fraud
TKT-100776,Medium,Medium,0,Consistent,0,13,3,Technical
TKT-100777,High,Low,1,False Alarm,-2,55,4,Fraud
TKT-100778,Low,Low,0,Consistent,0,85,5,Billing
TKT-100779,High,Low,1,False Alarm,-2,14,4,Technical
TKT-100780,Medium,Low,1,False Alarm,-1,15,4,Technical
TKT-100781,Critical,Medium,1,False Alarm,-2,48,2,Fraud
TKT-100782,Medium,Low,1,False Alarm,-1,8,5,Technical
TKT-100783,High,Low,1,False Alarm,-2,11,5,Technical
TKT-100784,Low,Low,0,Consistent,0,27,4,General Inquiry
TKT-100785,High,Medium,1,False Alarm,-1,18,3,Technical
TKT-100786,Medium,Low,1,False Alarm,-1,19,4,General Inquiry
TKT-100787,Medium,Low,1,False Alarm,-1,57,5,Account
TKT-100788,Medium,Medium,0,Consistent,0,31,1,Billing
TKT-100789,High,Medium,1,False Alarm,-1,53,5,Technical
TKT-100790,Low,Low,0,Consistent,0,55,1,General Inquiry
TKT-100791,Low,Low,0,Consistent,0,3,4,Billing
TKT-100792,Low,Low,0,Consistent,0,4,5,Technical
TKT-100793,Medium,Medium,0,Consistent,0,30,4,Technical
TKT-100794,High,Low,1,False Alarm,-2,26,4,Account
TKT-100795,Low,Low,0,Consistent,0,50,3,Technical
TKT-100796,Medium,Medium,0,Consistent,0,120,4,Technical
TKT-100797,Medium,Low,1,False Alarm,-1,31,2,Billing
TKT-100798,Medium,Low,1,False Alarm,-1,26,4,Technical
TKT-100799,Critical,Low,1,False Alarm,-3,11,2,Fraud
TKT-100800,Medium,Medium,0,Consistent,0,54,2,Billing
TKT-100801,High,Low,1,False Alarm,-2,27,2,Billing
TKT-100802,Low,Low,0,Consistent,0,102,3,Billing
TKT-100803,High,Low,1,False Alarm,-2,35,2,Billing
TKT-100804,Low,Low,0,Consistent,0,9,4,General Inquiry
TKT-100805,Medium,Low,1,False Alarm,-1,77,4,Account
TKT-100806,High,Low,1,False Alarm,-2,2,5,Technical
TKT-100807,Medium,Medium,0,Consistent,0,44,4,Technical
TKT-100808,Medium,Low,1,False Alarm,-1,2,3,Technical
TKT-100809,Low,Low,0,Consistent,0,47,2,Technical
TKT-100810,Medium,Medium,0,Consistent,0,34,5,Technical
TKT-100811,Medium,Low,1,False Alarm,-1,23,1,Technical
TKT-100812,Low,Low,0,Consistent,0,96,4,Account
TKT-100813,Low,Low,0,Consistent,0,44,5,Account
TKT-100814,Low,Low,0,Consistent,0,64,4,Account
TKT-100815,Low,Low,0,Consistent,0,10,4,Account
TKT-100816,Low,Low,0,Consistent,0,19,5,Account
TKT-100817,High,Low,1,False Alarm,-2,9,4,General Inquiry
TKT-100818,High,Low,1,False Alarm,-2,73,4,Billing
TKT-100819,Medium,Medium,0,Consistent,0,3,5,Technical
TKT-100820,Medium,Low,1,False Alarm,-1,9,5,Billing
TKT-100821,Low,Low,0,Consistent,0,45,4,Account
TKT-100822,High,Low,1,False Alarm,-2,111,5,Billing
TKT-100823,Medium,Low,1,False Alarm,-1,47,4,Account
TKT-100824,Low,Low,0,Consistent,0,120,3,Account
TKT-100825,Medium,Low,1,False Alarm,-1,19,5,Account
TKT-100826,High,Low,1,False Alarm,-2,25,4,Billing
TKT-100827,Medium,Low,1,False Alarm,-1,23,4,Technical
TKT-100828,Critical,Low,1,False Alarm,-3,11,5,Technical
TKT-100829,Low,Low,0,Consistent,0,7,4,Technical
TKT-100830,Medium,Low,1,False Alarm,-1,62,4,Technical
TKT-100831,Low,Low,0,Consistent,0,14,2,Billing
TKT-100832,Low,Low,0,Consistent,0,88,5,Billing
TKT-100833,Medium,Low,1,False Alarm,-1,37,4,General Inquiry
TKT-100834,Low,Low,0,Consistent,0,44,5,Billing
TKT-100835,Low,Low,0,Consistent,0,2,5,Account
TKT-100836,Low,Medium,1,Hidden Crisis,1,36,5,Technical
TKT-100837,High,Low,1,False Alarm,-2,6,5,Account
TKT-100838,Medium,Low,1,False Alarm,-1,35,4,General Inquiry
TKT-100839,Low,Medium,1,Hidden Crisis,1,120,1,Billing
TKT-100840,Medium,Medium,0,Consistent,0,107,3,Technical
TKT-100841,Medium,Low,1,False Alarm,-1,26,4,General Inquiry
TKT-100842,Medium,Low,1,False Alarm,-1,75,4,Technical
TKT-100843,High,Low,1,False Alarm,-2,18,5,Billing
TKT-100844,Low,Low,0,Consistent,0,32,5,Billing
TKT-100845,Medium,Low,1,False Alarm,-1,13,3,Billing
TKT-100846,Medium,Low,1,False Alarm,-1,27,2,Technical
TKT-100847,Low,Low,0,Consistent,0,6,1,Billing
TKT-100848,Medium,Low,1,False Alarm,-1,17,4,Account
TKT-100849,Low,Low,0,Consistent,0,75,4,Billing
TKT-100850,Critical,Low,1,False Alarm,-3,21,5,Fraud
TKT-100851,Low,Medium,1,Hidden Crisis,1,1,3,Billing
TKT-100852,Medium,Low,1,False Alarm,-1,33,4,General Inquiry
TKT-100853,Medium,Medium,0,Consistent,0,111,3,Technical
